Main_Video_Url,Total Number of Ads,Duration(s),Size Original (Bytes),Resolution,Advertisement 1 ID,Advertisement 1 Count,Advertisement 1 Skippable,Advertisement 1 Skip Duration,Advertisement 1 Resolution,Advertisement 1 Size(Bytes),Advertisement 1 Durationn(s),Advertisement 1 Advert_Buffer(s),Advertisement 1 Main_Buffer_Lost(s),Avertisement 1 Timestamp,Advertisement 2 ID,Advertisement 2 Count,Advertisement 2 Skippable,Advertisement 2 Skip Duration,Advertisement 2 Resolution,Advertisement 2 Size(Bytes),Advertisement 2 Durationn(s),Advertisement 2 Advert_Buffer(s),Advertisement 2 Main_Buffer_Lost(s),Avertisement 2 Timestamp,Advertisement 3 ID,Advertisement 3 Count,Advertisement 3 Skippable,Advertisement 3 Skip Duration,Advertisement 3 Resolution,Advertisement 3 Size(Bytes),Advertisement 3 Durationn(s),Advertisement 3 Advert_Buffer(s),Advertisement 3 Main_Buffer_Lost(s),Avertisement 3 Timestamp,Advertisement 4 ID,Advertisement 4 Count,Advertisement 4 Skippable,Advertisement 4 Skip Duration,Advertisement 4 Resolution,Advertisement 4 Size(Bytes),Advertisement 4 Durationn(s),Advertisement 4 Advert_Buffer(s),Advertisement 4 Main_Buffer_Lost(s),Avertisement 4 Timestamp,Advertisement 5 ID,Advertisement 5 Count,Advertisement 5 Skippable,Advertisement 5 Skip Duration,Advertisement 5 Resolution,Advertisement 5 Size(Bytes),Advertisement 5 Durationn(s),Advertisement 5 Advert_Buffer(s),Advertisement 5 Main_Buffer_Lost(s),Avertisement 5 Timestamp,Advertisement 6 ID,Advertisement 6 Count,Advertisement 6 Skippable,Advertisement 6 Skip Duration,Advertisement 6 Resolution,Advertisement 6 Size(Bytes),Advertisement 6 Durationn(s),Advertisement 6 Advert_Buffer(s),Advertisement 6 Main_Buffer_Lost(s),Avertisement 6 Timestamp,Advertisement 7 ID,Advertisement 7 Count,Advertisement 7 Skippable,Advertisement 7 Skip Duration,Advertisement 7 Resolution,Advertisement 7 Size(Bytes),Advertisement 7 Durationn(s),Advertisement 7 Advert_Buffer(s),Advertisement 7 Main_Buffer_Lost(s),Avertisement 7 Timestamp,Advertisement 8 ID,Advertisement 8 Count,Advertisement 8 Skippable,Advertisement 8 Skip Duration,Advertisement 8 Resolution,Advertisement 8 Size(Bytes),Advertisement 8 Durationn(s),Advertisement 8 Advert_Buffer(s),Advertisement 8 Main_Buffer_Lost(s),Avertisement 8 Timestamp,Advertisement 9 ID,Advertisement 9 Count,Advertisement 9 Skippable,Advertisement 9 Skip Duration,Advertisement 9 Resolution,Advertisement 9 Size(Bytes),Advertisement 9 Durationn(s),Advertisement 9 Advert_Buffer(s),Advertisement 9 Main_Buffer_Lost(s),Avertisement 9 Timestamp,Advertisement 10 ID,Advertisement 10 Count,Advertisement 10 Skippable,Advertisement 10 Skip Duration,Advertisement 10 Resolution,Advertisement 10 Size(Bytes),Advertisement 10 Durationn(s),Advertisement 10 Advert_Buffer(s),Advertisement 10 Main_Buffer_Lost(s),Avertisement 10 Timestamp,Advertisement 11 ID,Advertisement 11 Count,Advertisement 11 Skippable,Advertisement 11 Skip Duration,Advertisement 11 Resolution,Advertisement 11 Size(Bytes),Advertisement 11 Durationn(s),Advertisement 11 Advert_Buffer(s),Advertisement 11 Main_Buffer_Lost(s),Avertisement 11 Timestamp,Advertisement 12 ID,Advertisement 12 Count,Advertisement 12 Skippable,Advertisement 12 Skip Duration,Advertisement 12 Resolution,Advertisement 12 Size(Bytes),Advertisement 12 Durationn(s),Advertisement 12 Advert_Buffer(s),Advertisement 12 Main_Buffer_Lost(s),Avertisement 12 Timestamp,Advertisement 13 ID,Advertisement 13 Count,Advertisement 13 Skippable,Advertisement 13 Skip Duration,Advertisement 13 Resolution,Advertisement 13 Size(Bytes),Advertisement 13 Durationn(s),Advertisement 13 Advert_Buffer(s),Advertisement 13 Main_Buffer_Lost(s),Avertisement 13 Timestamp,Advertisement 14 ID,Advertisement 14 Count,Advertisement 14 Skippable,Advertisement 14 Skip Duration,Advertisement 14 Resolution,Advertisement 14 Size(Bytes),Advertisement 14 Durationn(s),Advertisement 14 Advert_Buffer(s),Advertisement 14 Main_Buffer_Lost(s),Avertisement 14 Timestamp,Advertisement 15 ID,Advertisement 15 Count,Advertisement 15 Skippable,Advertisement 15 Skip Duration,Advertisement 15 Resolution,Advertisement 15 Size(Bytes),Advertisement 15 Durationn(s),Advertisement 15 Advert_Buffer(s),Advertisement 15 Main_Buffer_Lost(s),Avertisement 15 Timestamp,Advertisement 16 ID,Advertisement 16 Count,Advertisement 16 Skippable,Advertisement 16 Skip Duration,Advertisement 16 Resolution,Advertisement 16 Size(Bytes),Advertisement 16 Durationn(s),Advertisement 16 Advert_Buffer(s),Advertisement 16 Main_Buffer_Lost(s),Avertisement 16 Timestamp,Advertisement 17 ID,Advertisement 17 Count,Advertisement 17 Skippable,Advertisement 17 Skip Duration,Advertisement 17 Resolution,Advertisement 17 Size(Bytes),Advertisement 17 Durationn(s),Advertisement 17 Advert_Buffer(s),Advertisement 17 Main_Buffer_Lost(s),Avertisement 17 Timestamp
https://www.youtube.com/watch?v=SRVaIGZex3s,2,128,9457729.0,640x360 ,tmMOMK5c4EY,1.0,1.0,5.0,640x360,13146298.0,259.0,11.67,-1.0,0.0,urME4bSRiBg,1.0,1.0,5.0,640x360,1984358.0,31.0,21.44,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.youtube.com/watch?v=FrbiPlT-rJU,3,911,67822296.0,640x360 ,srgEh7Qq8S8,1.0,0.0,999.0,640x360,675662.0,16.0,16.0,-1.0,0.0,Iml6NhlO_nM,1.0,0.0,999.0,640x360,304235.0,7.0,7.0,8.26,288.254984,ckDCUn3M8DA,1.0,0.0,999.0,640x360,737300.0,16.0,16.0,11.49,772.356552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.youtube.com/watch?v=W_cdgGyvYUo,0,2128,134737588.0,640x360 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.youtube.com/watch?v=SA5eW3UiRSM,6,1203,100281513.0,640x360 ,y5j64EZ19hk,1.0,1.0,5.0,640x360,1368448.0,15.0,15.61,55.69,192.947883,dAvq8DPZwdQ,1.0,1.0,5.0,640x360,859570.0,31.0,30.32,0.0,192.947883,txLSE7tpgr0,1.0,1.0,5.0,640x360,12417381.0,167.0,62.03,2.07,429.19302,Xt6vhZSf2bs,1.0,1.0,5.0,640x360,1206407.0,16.0,15.76,0.0,429.19302,nl52yqh2jdM,1.0,0.0,999.0,640x360,502551.0,16.0,16.0,17.169999999999998,843.782895,SdiwXr_QSWA,1.0,0.0,999.0,640x360,332976.0,6.0,6.0,-1.0,1202.584671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.youtube.com/watch?v=hJbtHku_OUc,0,324,27510594.0,640x360 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.youtube.com/watch?v=1fueZCTYkpA,1,3867,100785092.0,640x360 ,AbLDSUda82Q,2.0,1.0,5.0,640x360,16073513.0,361.0,16.119999999999997,-1.0,3867.260227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.youtube.com/watch?v=88N6Qnrnsr0,3,7134,399091591.0,640x360 ,iJ2VYS9cEz8,1.0,1.0,5.0,640x360,1433136.0,31.0,28.01,-1.0,0.0,j55oJ8NHXlw,1.0,1.0,5.0,640x360,1387747.0,16.0,9.82,0.0,0.0,aID0-srNfD0,1.0,1.0,5.0,640x360,1244089.0,16.0,15.72,108.53,3669.868757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.youtube.com/watch?v=1fe_1MpmReE,2,1663,74139645.0,640x360 ,vjVbevlZots,1.0,1.0,5.0,640x360,2412093.0,31.0,31.19,0.0,635.310311,XRSzWBlWpxw,1.0,1.0,5.0,640x360,1736566.0,56.0,56.02,2.09,1085.362159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.youtube.com/watch?v=TCYPlJ1lFfA,2,2175,100105517.0,640x360 ,d7z6dmrkPAg,1.0,1.0,5.0,640x360,4172664.0,116.0,10.43,-1.0,0.0,lV0n8c92M0s,1.0,1.0,5.0,640x360,4228031.0,142.0,43.21,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.youtube.com/watch?v=EGjrG-ou1LU,4,1236,101771396.0,640x360 ,exLgbTTzh9w,1.0,1.0,5.0,640x360,790417.0,16.0,15.38,-1.0,0.0,YcAnmzPrEpg,1.0,1.0,5.0,640x360,732589.0,16.0,15.42,0.0,0.0,MKFvHHZJ00g,1.0,1.0,5.0,640x360,2244077.0,31.0,30.71,23.91,549.328936,zaTmY0YR_70,1.0,1.0,5.0,640x360,11839771.0,197.0,57.43,0.0,549.328936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
